"","Platform","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","UniProt","Count","GeneRatio2","BgRatio2","Enriched"
"177","Olink","GO:0010558","Negative regulation of macromolecule biosynthetic process","375/2792","487/4011",0.770020533880904,1.1062150291534,3.78408204345646,6.91278450153993e-05,0.00441498220993204,0.00374708408255927,"O43474/Q14894/Q9UKV0/Q14627/P05549/P26378/O14503/P48436/O15234/Q16650/Q9UGI9/P01270/P04062/P48431/P08651/Q6ZVN8/Q07021/Q9H6Q3/Q01826/P68400/P78318/Q9H4X1/Q6Y7W6/Q6GQQ9/Q16625/Q14149/Q8N163/O77932/Q03014/Q03252/Q9P2X3/P46937/P32455/Q9Y6X8/P12004/P18848/P06493/P78395/P31371/Q9NS37/O95793/Q4VC05/P23771/P29353/Q9UI15/Q9ULR5/O75409/Q13127/P01112/Q9UHL9/O15164/P47928/P49137/O15294/P07766/Q8IV48/Q495A1/O00422/P49454/P43357/P78540/Q32MZ4/Q9Y2J4/Q15796/Q6PKG0/Q13287/Q9UKM9/P20807/O75460/Q96RE7/P61812/P84022/O75528/Q96AQ6/P19525/Q15262/Q96DE0/Q92890/Q8N6M0/P21128/P20700/Q14011/P24530/Q16665/O00206/P10070/Q9NQI0/P03372/Q9BY41/Q09472/Q96EB6/P25490/P24864/P49715/P06401/Q6UXL0/Q01201/Q9NY59/Q92574/Q9NQ66/P16671/P98170/Q8IYW5/Q15697/P56645/Q15465/Q9Y2X7/Q86UE4/O75688/P49765/P06730/P14902/Q4VCS5/P30040/Q8NEU8/P04406/P27348/O75190/Q5JS37/P04083/P54764/P09529/P52758/P37840/P10599/P02652/P12821/P17927/P01019/P00734/P02649/Q96IY4/Q96PD5/P05090/Q15848/P36955/P02776/P02763/P02647/P08697/P02751/P02671/Q9Y2W1/O43734/Q15477/Q9NZJ5/P04141/Q01780/P35228/Q5TA50/O00425/Q96K76/Q15370/P12270/Q12986/P19838/P59901/O00327/Q96PU4/Q14781/O75534/Q99598/Q99807/P05305/Q14160/O75506/Q8WUF8/Q9NR61/Q92835/P21754/P01189/P49593/P07093/P08575/P13727/Q9Y2Y8/O75339/Q04721/Q13510/P61978/P17676/P08670/P31483/Q9Y2B0/Q9UKL0/P01375/Q13105/Q99549/P22004/Q96A56/P09525/Q9H7M9/P10644/P10145/Q13541/Q14956/Q9UBU3/Q9Y5K6/P41159/A6NI73/P35247/P09467/P01130/P15090/P00750/Q01638/Q9UM47/Q9UBP4/P17813/P78324/P42574/Q13332/P46531/P13686/Q14393/Q8NHL6/O75594/P05121/A1L4H1/P18428/P30530/Q9UBR2/P15529/P08887/P03950/P53539/Q8IU54/P51531/P15336/Q4LE39/P05455/P10636/Q9UK53/Q9Y2V2/P39905/Q15633/Q9Y2W6/P09211/P61244/O14944/P05231/Q9HAN9/O00308/Q9HD42/Q6P1N0/P06748/Q9NZQ7/P78423/P01258/Q8N474/P12644/P37023/O15496/P15311/Q92854/P28906/Q10589/Q14739/P06733/O75509/P21757/O94907/P05067/P14174/P30740/P00749/P20827/Q8TDQ0/P07108/Q9Y279/Q9NQ38/O76061/Q99497/Q15797/Q9Y5V3/P35813/Q05516/O15116/P31994/O60907/O75569/P04637/Q06787/Q9Y639/P35637/P06850/Q9NX58/P10747/O43524/Q9BQ51/Q07954/O15357/P18627/P28907/P38936/Q96RT1/P29317/Q99717/P25685/Q8IXJ6/P47992/P98082/P27695/P39900/P05089/P51858/Q99075/P20138/P21802/P35968/P09958/O75629/P12931/O00548/P13688/P05412/P05112/O95760/Q8NHJ6/P35225/P22301/Q96P31/Q8TCS8/Q12968/Q7Z739/P01579/Q13291/P09874/P09038/O43736/O14867/Q12933/Q12778/P01588/Q01151/P23582/Q9UMR7/O15169/O94992/O14788/Q8NDB2/Q8TD46/P41217/P10144/Q9UIB8/P10147/P01137/Q04637/P20273/P30044/P14317/P15692/P43489/P14210/Q12866/P48023/P29460/O43639/P11684/Q9BZZ2/P29279/P34896/O95750/P29350/P0DMV8/Q9NZC2/Q9Y6N7/Q15389/P01127/P46109/Q15109/P27930/P19883/Q99538/O00182",375,0.134312320916905,0.121416105709299,"Olink"
"178","Olink","GO:0097696","Cell surface receptor signaling pathway via stat","65/2792","73/4011",0.89041095890411,1.27916846567492,3.64265444336229,6.99335016374589e-05,0.00441498220993204,0.00374708408255927,"Q8IZJ0/P26441/P08700/P15248/Q9HC77/Q13287/P17181/Q09472/Q8NI17/P52630/P32927/P10912/P0DML2/P07333/P26927/P00734/P04141/Q9Y2Y0/Q13563/P98161/P08575/Q969D9/Q16619/P01375/P40225/P40189/P41159/P01241/P46531/P10721/P08887/P13501/Q8IU54/P15018/P05231/P15509/O95630/P13500/P01236/P16871/P19438/P01242/O14964/Q9UQQ2/P36888/P51692/Q15303/Q13651/P05112/P22301/Q9NYY1/P05113/P01579/Q13261/P01588/P40933/P13725/P01137/P29460/P25116/Q14116/Q08334/P01133/O75462/P25942",65,0.0232808022922636,0.0181999501371229,"Olink"
"179","Olink","GO:0032602","Chemokine production","48/2792","52/4011",0.923076923076923,1.32609653956359,3.58165006151965,7.24814966648851e-05,0.00443057529613449,0.00376031824802788,"O43474/O60603/P78540/P19525/Q16665/O00206/P07333/P01031/P05090/Q15848/Q15063/Q969D9/P01375/P06858/P09601/Q01638/P78324/P20160/P18428/P08887/P09211/P05231/P04233/P05067/P14174/Q96F46/Q8TDQ0/Q7Z434/P55008/Q96RT1/P29317/P01584/O95760/Q8NHJ6/P22301/Q96PD4/Q16552/P01579/P13232/P24394/O15455/P80162/P01137/Q9BXN2/Q14116/Q9NZC2/Q15109/O00182",48,0.0171919770773639,0.0129643480428821,"Olink"
"180","Olink","GO:0032642","Regulation of chemokine production","48/2792","52/4011",0.923076923076923,1.32609653956359,3.58165006151965,7.24814966648851e-05,0.00443057529613449,0.00376031824802788,"O43474/O60603/P78540/P19525/Q16665/O00206/P07333/P01031/P05090/Q15848/Q15063/Q969D9/P01375/P06858/P09601/Q01638/P78324/P20160/P18428/P08887/P09211/P05231/P04233/P05067/P14174/Q96F46/Q8TDQ0/Q7Z434/P55008/Q96RT1/P29317/P01584/O95760/Q8NHJ6/P22301/Q96PD4/Q16552/P01579/P13232/P24394/O15455/P80162/P01137/Q9BXN2/Q14116/Q9NZC2/Q15109/O00182",48,0.0171919770773639,0.0129643480428821,"Olink"
"181","Olink","GO:0001666","Response to hypoxia","101/2792","119/4011",0.848739495798319,1.21930305073319,3.67502060639212,7.75587699455337e-05,0.00465815975032778,0.0039534737456485,"Q99250/P63211/Q9H4X1/P18848/P01100/Q13127/O60603/P61812/P84022/P10415/Q16665/Q09472/Q96EB6/Q05329/O60238/P55211/P49765/P17301/P54764/P01210/P08294/P12821/P04040/Q15848/P21817/P35228/P35520/Q14643/P36776/Q14457/P05305/Q15063/P52789/P01375/P21964/Q13444/O14793/P41159/P00750/Q03167/P02144/P17813/Q9Y4L1/P42574/P46531/Q6EMK4/P02786/P08709/P98160/P19320/P03950/P27487/Q92597/P15336/P15018/P14625/P29475/P30519/Q9NQ88/P18031/Q8N474/P37023/P52823/P06733/P78325/P04179/P00749/O76061/Q13490/P04637/O43524/O95831/O94760/P28907/Q8IXJ6/Q16790/O15123/P35318/P21802/Q02763/P07237/P12931/P49767/P27540/P48061/P51617/P01583/P01588/P23582/Q9GZT9/P01374/P01137/P00813/P15692/O43915/P49763/P30613/Q9BY76/Q9NZC2/Q15109/P07148",101,0.0361747851002865,0.0296684118673647,"Olink"
"182","Olink","GO:1903131","Mononuclear cell differentiation","168/2792","207/4011",0.811594202898551,1.16593995265977,3.70974382778061,7.95769206869571e-05,0.00465815975032778,0.0039534737456485,"Q9H461/P25440/P04234/Q9UKV0/P26715/Q16520/P04062/Q9H6S1/Q03014/P23771/P01100/Q96SD1/O60603/P15248/P07766/P31785/P10415/O00203/P42081/O00206/P10070/Q09472/Q96EB6/P25490/P09693/P49715/Q01201/Q8NI17/Q92574/Q15465/Q8WV28/Q02880/P04083/P32119/P07333/P17927/O95497/P61769/Q96PD5/Q15848/P02776/P02743/O43734/P04141/P06729/O43290/Q9NR61/Q92835/P33681/P16410/P08575/P35579/P32971/Q04721/P17676/Q15831/P48357/Q9H7M9/Q12864/P40189/Q13158/P09382/Q06418/P41159/Q07108/P07711/Q01638/P01589/Q9Y275/Q8N423/Q14393/Q8NHL6/P24158/O75594/P30530/P10721/P05556/P15529/P08887/P00441/P20023/P19320/Q8IU54/P51531/P15336/Q6ZMJ4/P15018/Q07812/Q92851/P05231/O95727/P01258/Q8N474/Q07011/P12644/P01732/Q99731/P78325/P04233/P05067/P14780/P16871/Q9NQ38/Q9H4P4/Q05516/Q9P0V8/P31994/P04637/Q9BSW2/Q96DU3/P10747/O43524/P36888/P51692/P00519/P18627/Q11201/P07948/Q14790/P21741/P37173/P04626/O00548/P26842/P05112/P01584/O95760/Q8NHJ6/P22301/Q96P31/P20809/Q12968/P42701/Q9HB29/P01583/P18564/P01579/Q13291/Q13261/P09874/O43736/P01903/P13232/O95644/P40933/Q01151/P24394/P01730/Q6UXB4/Q8WXI8/P29965/P01137/P40259/P00813/P14317/P15692/Q13478/Q12866/P29460/Q9HBG7/Q14116/Q14210/P29350/P09603/Q9NZC2/Q15109/P36941/O00182",168,0.0601719197707736,0.0516080777860883,"Olink"
"183","Olink","GO:0050900","Leukocyte migration","192/2792","239/4011",0.803347280334728,1.15409238589634,3.71725477972075,7.98334311923224e-05,0.00465815975032778,0.0039534737456485,"Q9UKW4/Q8WTQ1/Q12774/P60763/P04062/Q9HCY8/Q07021/P26718/O43889/P23771/Q9ULD2/P61812/Q9UH65/Q6UWK7/P24530/Q9Y2I7/O00401/Q9NY59/Q9NQ66/Q14511/Q9UIK4/Q99062/P20701/P49765/P17301/Q9UGN4/Q9BX67/P04083/P07333/P09172/Q9Y5Y7/Q16610/P01031/P05090/P14151/P02775/P02776/P00747/P55011/P05305/P21754/P30046/P35579/P10645/P01375/P21246/P55259/O14793/Q13158/P10145/P41159/P21583/Q07108/P42830/P35247/P09601/P07911/Q99988/P04054/P55808/Q9H2A7/P17931/P31146/P16581/P48745/P78324/P20160/P05107/Q14393/Q16663/P24158/P23284/O15467/P05121/P59665/P18428/P35443/P10721/P08709/Q99969/P05556/P16109/P07359/P08887/P55774/P19320/Q16627/P27487/P05362/P13501/Q6ZMJ4/O94813/P16444/P05231/O95727/O43557/P78423/P01258/P13500/O43927/P28906/Q99731/P78325/P04233/O14625/P04216/Q10588/P57087/P05067/P14174/Q96F46/Q13093/P14209/P14778/Q8N6Q3/Q8TCZ2/P16284/Q9Y624/Q92982/Q9P0V8/P55008/P51692/P00519/P17948/P07949/P07947/P07948/P80511/Q02742/P26010/P47992/P13521/P80075/P41271/Q9NZ53/P21741/P12931/P49767/P01584/O95760/P22301/Q5T4W7/P48061/Q9Y2J8/Q16552/P01583/Q13291/P80098/P23229/Q9Y258/P11274/Q14242/P78310/Q9NRJ3/Q9NWZ3/O14788/Q8TD46/P41217/P10147/P80162/P01137/Q6UXB2/P35613/Q14005/P00813/Q9Y6Q6/P15692/Q99616/O43915/P51671/P78556/P49763/O15444/Q07325/O00585/P55773/P13236/P02778/P09603/Q9NZC2/P01127/P46109/Q9UHX3/Q15109/P09341/O00626/O00175/Q99538/P15291/O00182/Q92956/P19876",192,0.0687679083094556,0.0595861381201695,"Olink"
"184","Olink","GO:0050865","Regulation of cell activation","247/2792","313/4011",0.789137380191693,1.13367837820519,3.72715903248343,8.1159663611132e-05,0.00466486365024581,0.00395916348016599,"Q9UKW4/P25440/P26715/Q16520/B6A8C7/P52799/P04439/P26718/Q6QNY0/Q12836/P23771/Q9UHJ6/P07766/Q495A1/P78540/P49366/P31785/P20807/P10415/O00203/P42081/O00206/P10070/Q09472/P49715/Q6UXL0/Q12888/Q8NI17/Q14511/Q15465/Q15762/P14902/Q9UGN4/O76074/P40197/P04083/Q13976/Q6P589/P37840/P32119/P17927/Q08830/O95497/P00734/P61769/P02649/Q96PD5/P04196/P02751/P06729/O43290/P13224/Q14160/Q92835/P21754/P33681/Q8IZF2/P07093/P16410/P08575/P32971/P08217/P17676/Q969D9/P01375/P62736/Q9NWQ8/Q05315/Q9H7M9/P16234/P10644/P40189/Q13158/P09382/P41218/Q06418/Q14956/P41159/P21583/Q07108/A6NI73/P35247/P31431/Q92692/P07204/P01130/Q01638/Q5VY43/Q9NNX6/P01589/Q9Y275/P14555/P17931/P31146/Q8N423/P78324/P42574/P04085/Q14393/Q8NHL6/P18065/O75594/P18428/P30530/Q9BXJ1/P02786/P08174/P16109/P15529/P07359/P08887/P00441/P19320/P27487/P13501/Q8IU54/P51531/P51452/P09769/P29474/Q9Y6D9/P05231/O95727/O43557/Q9NZQ7/Q8N474/Q07011/P12644/O15496/P13500/P22894/Q99731/P78325/P04233/P04216/Q10588/O75509/P05067/P14174/Q9HCN6/P16871/Q8TDQ0/Q9Y279/P20333/Q9NQ38/Q9Y624/Q8N149/P28799/Q7Z7D3/Q9H4P4/Q05516/Q9P0V8/P31994/Q9UQQ2/P55008/P10747/O43524/Q9BQ51/P51692/P00519/P18627/P28907/P38936/P07947/P07948/O75144/Q15116/P47992/Q96D42/P05089/P06127/Q8TDQ1/P20138/P21741/P37173/P04626/P12931/P26842/P13688/P05112/P01584/O95760/Q8NHJ6/P35225/P22301/Q96P31/Q9Y3P8/Q04759/P05113/Q96RJ3/Q7Z6M3/P42701/Q9HB29/P01583/P01579/Q13291/Q13261/P55957/P01903/P01588/P13747/P13232/P40933/Q01151/P24394/P01730/Q6UXB4/O14788/Q8NDB2/P32970/P41217/Q9UIB8/Q8WXI8/P10147/P29965/P01137/Q13241/Q14005/Q9BXN2/P20273/O43561/P00813/O95971/P30203/P43489/Q12866/P29460/P53634/Q5ZPR3/O43639/P47712/O00585/P11684/Q14116/O14836/O76096/P29350/P25942/P22466/Q9NZC2/Q8WU39/O75888/O00241/P01127/Q15109/O00182/Q92956",247,0.0884670487106017,0.0780354026427325,"Olink"
"185","Olink","GO:0042325","Regulation of phosphorylation","244/2792","309/4011",0.789644012944984,1.13440620914124,3.7214175824242,8.29660058049082e-05,0.00469856012286326,0.00398776235331641,"P26441/Q99653/Q12774/Q96BJ3/P04062/Q96JB5/O60469/Q9NXH3/Q96A00/Q9H4X1/Q16625/Q03014/P13861/Q9UPY8/P30304/P31689/P08700/P21781/P10398/P01112/Q8TEW0/P07766/P30279/Q9NYJ8/P51948/Q9Y4G8/Q9GZZ8/O75460/P61812/Q02750/Q13443/Q15172/Q7Z698/O00206/Q6R327/Q96EB6/P62834/O95429/Q8NI17/P16671/P48730/Q14511/O95835/P52630/P49765/P06213/P11234/P10912/Q9UGN4/P30040/Q9ULI3/O76074/P54764/O14745/Q96A49/P37840/P10599/P07333/P01019/P26927/P00734/P02649/Q15848/P04196/P01024/P02787/P02751/Q9NZJ5/P08913/Q08499/Q9Y2Y0/P23327/P11532/P05305/P33681/Q969H8/Q96FZ7/Q96MK3/P49593/P08575/Q6UVK1/Q16619/P01375/Q15831/O95684/P40225/P22004/O14793/P48357/Q9Y5X1/Q16620/Q13043/P10644/Q14956/P41159/P21583/Q9UKJ0/A6NI73/P01241/P04792/P33151/P04054/P09619/P17813/Q13822/P78324/P04085/P05107/P25445/O15031/Q14393/P00533/P35443/P02786/P10721/Q99969/P08887/O14786/P17936/P36222/P03950/P13501/A1E959/P60484/Q8IU54/Q6ZMJ4/P13385/P15018/P51452/P09769/P10636/Q9HAW4/O94813/P29475/Q15633/P09211/Q9NQ88/Q96B36/O14944/P18031/P05231/Q2MKA7/P06748/O00220/P78423/O14763/P01258/Q8N474/P12644/Q92854/P17405/Q99731/P04233/P04216/Q10588/Q16288/O94907/P05067/P14174/P23381/P14780/P20827/P16284/P08648/Q99497/Q6PGN9/O14964/Q9Y5V3/P50749/Q7Z434/Q9P0V8/Q6EIG7/P04637/Q9Y639/Q6P2H3/Q99683/P01275/O14713/P36888/P00519/P55273/P17948/P38936/P07947/P07948/P15514/O00622/P80511/Q8IXJ6/P98082/P56159/Q99075/Q16543/P35916/Q02763/P35968/Q15303/P04626/P12931/P49767/P13688/P05112/P01584/Q8NHJ6/O60934/Q9NYY1/P20809/P05113/O43597/P30048/P09919/P01579/P09038/Q12933/P01588/P23229/P40933/P13725/O15169/P01730/P20783/O14788/Q8NDB2/P01135/O15455/P01137/Q04637/O43561/Q9Y6Q6/P14317/P15692/P21709/O43639/Q14116/P01133/O95750/P29350/Q9NZC2/Q9Y6N7/Q15389/P01127/P46109/Q15109/Q03405",244,0.0873925501432665,0.0770381451009723,"Olink"
"186","Olink","GO:0061900","Glial cell activation","32/2792","33/4011",0.96969696969697,1.39307111226882,3.43102394252044,9.4443664918881e-05,0.00521207746593509,0.00442359483708359,"P26441/O60603/P37840/P10909/P08575/P01375/P01130/P20160/P05107/P00533/P10636/P05231/P38484/P78423/P22894/P05067/P11215/P28799/P55008/Q07954/P01584/O95760/P35225/P01579/P10147/O15455/P02745/P15260/P53634/O76096/Q9NZC2/Q15109",32,0.0114613180515759,0.00822737471952132,"Olink"
"187","Olink","GO:0030595","Leukocyte chemotaxis","120/2792","144/4011",0.833333333333333,1.19717048710602,3.64639833762975,9.47404369294875e-05,0.00521207746593509,0.00442359483708359,"Q9UKW4/Q8WTQ1/Q12774/Q9HCY8/Q07021/P26718/O43889/Q9ULD2/P61812/Q9UH65/Q6UWK7/P24530/Q9Y2I7/Q14511/Q9UIK4/Q99062/P49765/Q9BX67/P04083/P07333/P01031/P02775/P02776/P55011/P05305/P30046/P10645/P21246/O14793/P10145/P42830/P35247/P04054/Q9H2A7/P17931/P31146/P48745/P20160/P05107/Q14393/Q16663/P23284/O15467/P05121/P59665/P18428/P35443/P10721/P08709/Q99969/P08887/P55774/Q16627/P27487/P13501/Q6ZMJ4/O94813/P16444/P05231/O43557/P78423/P01258/P13500/O43927/Q99731/P78325/P04233/O14625/Q10588/P05067/P14174/Q96F46/Q13093/Q92982/Q9P0V8/P55008/P17948/P07948/P80511/P47992/P13521/P80075/P41271/P21741/P49767/P01584/P22301/P48061/Q9Y2J8/Q13291/P80098/Q9Y258/P78310/O14788/P10147/P80162/Q6UXB2/P35613/Q14005/Q9Y6Q6/P15692/Q99616/O43915/P51671/P49763/O15444/Q07325/O00585/P55773/P13236/P02778/P09603/P01127/Q9UHX3/P09341/O00626/O00175/Q99538/O00182/P19876",120,0.0429799426934097,0.0359012715033657,"Olink"
"188","Olink","GO:0097529","Myeloid leukocyte migration","129/2792","156/4011",0.826923076923077,1.18796148335905,3.62365641362964,0.000107437008043377,0.00572511445479902,0.00485901963458595,"Q9UKW4/Q8WTQ1/Q12774/P60763/Q9HCY8/Q07021/O43889/Q9ULD2/P61812/Q9UH65/P24530/Q9Y2I7/Q9NQ66/Q9UIK4/Q99062/P49765/Q9UGN4/Q9BX67/P04083/P07333/P01031/P02775/P02776/P05305/P30046/P10645/P55259/O14793/P10145/P21583/P42830/P35247/P07911/P04054/P55808/P17931/P48745/P78324/P20160/P05107/Q16663/P24158/P23284/O15467/P05121/P18428/P35443/P10721/Q99969/P08887/P55774/Q16627/P27487/P13501/Q6ZMJ4/O94813/P16444/P05231/P78423/P01258/P13500/O43927/Q99731/P78325/P04233/O14625/Q10588/P05067/P14174/Q96F46/Q13093/P14209/P14778/Q8N6Q3/Q8TCZ2/P16284/Q92982/Q9P0V8/P55008/P51692/P17948/P07948/P80511/P47992/P13521/P80075/P41271/P21741/P49767/P01584/P48061/Q16552/P01583/Q13291/P80098/Q9Y258/P11274/P78310/Q9NWZ3/O14788/Q8TD46/P41217/P10147/P80162/Q6UXB2/P35613/Q9Y6Q6/P15692/Q99616/O43915/P51671/P49763/O15444/Q07325/O00585/P55773/P13236/P02778/P09603/Q9NZC2/P01127/Q9UHX3/Q15109/P09341/O00626/O00175/Q99538/P15291/P19876",129,0.0462034383954155,0.0388930441286462,"Olink"
"189","Olink","GO:0006468","Protein phosphorylation","298/2792","383/4011",0.778067885117493,1.11777589083319,3.66733164625124,0.000108459640485709,0.00572511445479902,0.00485901963458595,"O76039/P26441/Q99653/Q12774/Q96BJ3/P04062/O14578/Q96JB5/Q8IWQ3/P31751/P68400/Q9H4X1/Q16625/Q14149/Q03014/P13861/Q8N4C8/Q96KB5/P06493/Q9UPY8/P30304/P31689/O15264/P08700/P21781/Q8TDX7/P10398/P42681/P01112/Q9H2G2/O60603/P49137/Q8TEW0/P07766/Q6P5Z2/P30279/P25092/Q9NYJ8/P51948/Q9Y4G8/Q9GZZ8/O75460/P61812/P19525/P11387/Q02750/Q9Y5S2/Q13443/Q7Z698/O00206/Q6R327/Q96EB6/P62834/P24864/Q9Y2I7/O95429/Q8NI17/P16671/P48730/P36897/Q14511/Q9UIK4/O95835/P52630/P49765/P06213/P11234/P10912/Q9UGN4/P30040/Q9ULI3/O76074/P54764/O14745/Q96A49/P37840/P22455/P10599/P07333/P01019/P26927/P00734/P02649/Q15848/P04196/P01024/P02751/P25391/Q9NZJ5/P08913/Q08499/Q8WZ42/P16066/Q9Y2Y0/Q9BZL6/P23327/P11532/P05305/P33681/Q969H8/Q96FZ7/P98161/O60234/Q96MK3/P49593/P08575/Q6UVK1/O96017/Q16619/P34947/P01375/Q15831/O95684/P40225/P22004/P48357/P16234/Q9Y5X1/Q16620/Q13043/P10644/Q06418/Q14956/P41159/P21583/Q9UKJ0/A6NI73/P01241/Q01973/P04792/P54760/P33151/P04054/P09619/P08581/Q13822/P35590/P78324/P04085/P05107/P25445/O15031/Q14393/P00533/P30530/P35443/P02786/P10721/Q99969/P08887/O14786/P17936/P36222/Q12805/A1E959/P60484/Q8IU54/P15336/Q6ZMJ4/P13385/O96013/P15018/P51452/P09769/Q9HAW4/Q9Y6E0/Q5JZY3/O94813/P29475/Q15633/P09211/Q13308/Q96B36/Q9Y4K4/O14944/P18031/P05231/Q2MKA7/P06748/O00220/P78423/O14763/O15197/P01258/Q8N474/P12644/P37023/P13500/Q08345/Q92854/P17405/Q99731/P04233/P04216/Q10588/Q16288/O94907/P05067/P14174/P23381/P14780/P20827/P16284/P08648/Q99497/Q6PGN9/O14964/Q9Y5V3/Q8N5S9/P50749/Q9Y243/Q7Z434/Q6EIG7/P04637/Q9Y639/Q6P2H3/Q99683/P01275/O14713/P36888/P08069/P00519/P55273/P17948/P38936/P29317/P07949/P07947/P07948/P15514/O00622/P80511/Q8IXJ6/P98082/P56159/Q99075/Q16543/P21802/P35916/P37173/Q02763/P35968/Q15303/P04626/P12931/P49767/P13688/P01584/Q8NHJ6/O60934/Q9Y478/Q9NYY1/P20809/Q04759/P05113/O43597/P51617/P09919/P01579/P78362/P09038/Q12933/P01588/P52564/P45984/P11274/P40933/P13725/Q9NWZ3/O15169/P01730/P20783/O14788/Q8NDB2/P01135/O15455/P01137/Q04637/O43561/Q9Y6Q6/P14317/P15692/Q12866/P51671/P21709/O43639/Q14116/P01133/P21860/O95750/P29350/Q9NZC2/Q9Y6N7/Q15389/P01127/P46109/Q15109/Q03405",298,0.106733524355301,0.0954874096235353,"Olink"
"190","Olink","GO:0030101","Natural killer cell activation","37/2792","39/4011",0.948717948717949,1.36293255455147,3.44652671866591,0.000110012586251656,0.00572511445479902,0.00485901963458595,"P26715/P26718/Q6QNY0/Q9HBE5/Q96PD5/P06729/P05000/P08575/P11279/P46379/Q06418/P41159/P31146/Q14393/O75594/P30530/P09769/Q9BZM5/Q06830/Q8TDQ0/P51692/Q14790/Q13291/Q13261/O60880/P13747/P40933/O76036/Q9NQ25/Q9BZW8/Q13241/O95971/Q13478/Q12866/P29460/P09326/Q14116",37,0.0132521489971347,0.00972326103216156,"Olink"
"191","Olink","GO:0043406","Positive regulation of map kinase activity","37/2792","39/4011",0.948717948717949,1.36293255455147,3.44652671866591,0.000110012586251656,0.00572511445479902,0.00485901963458595,"Q12774/P01112/O75460/Q13443/O00206/P06213/P10912/P30040/O76074/P54764/P08913/P05305/P01375/P01241/P04054/P09619/P04085/Q6ZMJ4/P13385/P18031/Q99731/Q16288/P14174/Q9Y5V3/Q99683/P36888/P17948/P80511/P04626/P01584/P09038/Q12933/P20783/O14788/Q9Y6Q6/Q9Y6N7/P01127",37,0.0132521489971347,0.00972326103216156,"Olink"
