"","Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","log2FC","mean.testGrp","mean.refGrp","n.testGrp","n.refGrp","n.total","statistic","p.value","adj.p","parameter","conf.low","conf.high","method","alternative","Significance"
"11","MS","P01011","SERPINA3","Alpha-1-antichymotrypsin","SERPINA3","OID30786","Inflammation II",0.0145041543201378,0.0182594268162162,0.00375527249607843,37,51,88,0.189528278276634,0.850254891109509,0.94491217390881,66.6397496732269,-0.138260860854085,0.167269169494361,"Welch Two Sample t-test","two.sided","NS"
"12","MS","P01008","SERPINC1","Antithrombin-III","SERPINC1","OID30789","Inflammation II",0.192288235656068,0.138916810075676,-0.0533714255803922,37,51,88,4.98661529253267,3.30093738878322e-06,0.00037564667484353,83.3240653432069,0.115596622601971,0.268979848710165,"Welch Two Sample t-test","two.sided","S"
"13","MS","P04275","VWF","von Willebrand factor","VWF","OID20256","Cardiometabolic",-0.344545912775729,-0.273419436497297,0.0711264762784314,37,51,88,-2.87700701576324,0.00509307346683179,0.0386394507016972,83.6381700310408,-0.582713786156239,-0.106378039395219,"Welch Two Sample t-test","two.sided","S"
"14","MS","P00747","PLG","Plasminogen","PLG","OID30785","Inflammation II",0.123110762026709,0.197597835197297,0.0744870731705882,37,51,88,2.93981244884439,0.00434808658938355,0.0349643803292276,76.0262452635665,0.0397057938231598,0.206515730230258,"Welch Two Sample t-test","two.sided","S"
"15","MS","P00751","CFB","Complement factor B","CFB","OID30755","Inflammation II",0.122375472812984,0.161115921897297,0.0387404490843137,37,51,88,2.03624786484334,0.0449568698727428,0.174571132739075,81.9070090537109,0.00281834948857458,0.241932596137393,"Welch Two Sample t-test","two.sided","NS"
"16","MS","P05546","SERPIND1","Heparin cofactor 2","SERPIND1","OID30767","Inflammation II",0.259360344312083,0.22920257222973,-0.0301577720823529,37,51,88,4.80569097668131,7.03625163458037e-06,0.000667271196679371,80.566036918433,0.151969362821839,0.366751325802327,"Welch Two Sample t-test","two.sided","S"
"17","MS","P06727","APOA4","Apolipoprotein A-IV","APOA4","OID30733","Inflammation II",-0.0300988091972443,-0.0234756254756757,0.00662318372156863,37,51,88,-0.39080976171529,0.696905405113811,0.864479527764895,85.9038159406924,-0.183205036318249,0.12300741792376,"Welch Two Sample t-test","two.sided","NS"
"18","MS","P02766","TTR","Transthyretin","TTR","OID30782","Inflammation II",0.286585300043402,-0.0156902897918919,-0.302275589835294,37,51,88,2.37189688099249,0.0200802291737574,0.102014735713107,80.6430881061186,0.0461645987319823,0.527006001354822,"Welch Two Sample t-test","two.sided","NS"
"19","MS","P02652","APOA2","Apolipoprotein A-II","APOA2","OID30686","Inflammation II",0.213564489606041,0.121955608164865,-0.0916088814411765,37,51,88,2.80601894457301,0.00620245038879973,0.0435702996447783,85.9962348419118,0.0622638648808323,0.36486511433125,"Welch Two Sample t-test","two.sided","S"
"20","MS","P06396","GSN","Gelsolin","GSN","OID30714","Inflammation II",0.0667753349464229,0.104607008940541,0.0378316739941176,37,51,88,1.30641834522951,0.19519137222076,0.423185999997608,79.2032333503542,-0.0349590576107082,0.168509727503554,"Welch Two Sample t-test","two.sided","NS"
"21","MS","P07358","C8B","Complement component C8 beta chain","C8B","OID30719","Inflammation II",0.136450787502067,0.213438276543243,0.0769874890411765,37,51,88,2.23719930160442,0.0287397379683602,0.137419419361319,64.426535700347,0.014621216115835,0.258280358888299,"Welch Two Sample t-test","two.sided","NS"
"22","MS","P02748","C9","Complement component C9","C9","OID30698","Inflammation II",-0.0414405931617912,0.0378083580891892,0.0792489512509804,37,51,88,-0.486572680934204,0.627911841638748,0.8283728455064,78.7960093153445,-0.210970780614172,0.12808959429059,"Welch Two Sample t-test","two.sided","NS"
"23","MS","P00746","CFD","Complement factor D","CFD","OID30738","Inflammation II",-0.179659673066084,-0.0218696459621622,0.157790027103922,37,51,88,-3.07298048516626,0.00283891269571343,0.0269223553976824,85.97682397529,-0.295883314821175,-0.0634360313109921,"Welch Two Sample t-test","two.sided","S"
"24","MS","P02786","TFRC","Transferrin receptor protein 1","TFRC","OID20369","Cardiometabolic",0.0516128568922629,0.146838813243243,0.0952259563509804,37,51,88,0.861530673529452,0.391964077327105,0.624727058821073,68.2178976469245,-0.0679254244941855,0.171151138278711,"Welch Two Sample t-test","two.sided","NS"
"25","MS","P02749","APOH","Beta-2-glycoprotein 1","APOH","OID21072","Neurology",0.068244618527557,0.219298827643243,0.151054209115686,37,51,88,1.41523048712238,0.160879004950768,0.385992172987587,80.0611098212396,-0.0277182150123284,0.164207452067442,"Welch Two Sample t-test","two.sided","NS"
"26","MS","P08185","SERPINA6","Corticosteroid-binding globulin","SERPINA6","OID30743","Inflammation II",0.218546085271277,0.170355992681081,-0.0481900925901961,37,51,88,4.5327129231599,3.28575644807763e-05,0.00207732824328463,53.7989080707644,0.12187196559802,0.315220204944534,"Welch Two Sample t-test","two.sided","S"
"27","MS","P36955","SERPINF1","Pigment epithelium-derived factor","SERPINF1","OID30757","Inflammation II",0.0161077945192369,0.0857693784486487,0.0696615839294118,37,51,88,0.388882461841643,0.69836612159133,0.864479527764895,82.4052674171352,-0.0662851608444443,0.0985007498829181,"Welch Two Sample t-test","two.sided","NS"
"28","MS","P19827","ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1","ITIH1","OID30722","Inflammation II",0.184794725194436,0.16554209052973,-0.0192526346647059,37,51,88,3.63811515183494,0.000471597122319747,0.00865608911612696,84.5188419276239,0.08379417827164,0.285795272117231,"Welch Two Sample t-test","two.sided","S"
"29","MS","P10643","C7","Complement component C7","C7","OID30766","Inflammation II",-0.0866719983388977,0.0140220111297297,0.100694009468627,37,51,88,-1.29480730216701,0.198873231585003,0.425489452611555,85.48083302432,-0.219752156230628,0.046408159552833,"Welch Two Sample t-test","two.sided","NS"
"30","MS","P07451","CA3","Carbonic anhydrase 3","CA3","OID20271","Cardiometabolic",-0.160291352763911,-0.0976228985756757,0.0626684541882353,37,51,88,-1.5303251319679,0.129818583798759,0.33729120630819,81.2913658136771,-0.368686404135044,0.0481036986072219,"Welch Two Sample t-test","two.sided","NS"
"31","MS","P29622","SERPINA4","Kallistatin","SERPINA4","OID30774","Inflammation II",0.231938662686698,0.193974032772973,-0.0379646299137255,37,51,88,3.38630513112511,0.0010717005636625,0.0136248302852472,85.607200886492,0.0957698985750076,0.368107426798389,"Welch Two Sample t-test","two.sided","S"
"32","MS","Q04756","HGFAC","Hepatocyte growth factor activator","HGFAC","OID30718","Inflammation II",0.142703551973026,0.134604712994595,-0.00809883897843137,37,51,88,2.48580775263607,0.0148654717346104,0.08055669920946,85.7797993588555,0.0285774046885231,0.256829699257529,"Welch Two Sample t-test","two.sided","NS"
"33","MS","P01019","AGT","Angiotensinogen","AGT","OID30709","Inflammation II",0.263299499266561,0.220709131056757,-0.0425903682098039,37,51,88,4.02772033683271,0.000163826512930067,0.00576394161661606,58.7535940321714,0.132479265216551,0.394119733316571,"Welch Two Sample t-test","two.sided","S"
"34","MS","P43652","AFM","Afamin","AFM","OID30741","Inflammation II",0.145593820326391,0.0714832484675676,-0.0741105718588235,37,51,88,2.48700155250632,0.0148159110999243,0.08055669920946,85.9179338990769,0.0292147696860863,0.261972870966696,"Welch Two Sample t-test","two.sided","NS"
"35","MS","P01031","C5","Complement C5","C5","OID30744","Inflammation II",0.0890545072041335,0.150474155086486,0.0614196478823529,37,51,88,2.1579758330877,0.0341349141104796,0.154857459362654,74.9067760102392,0.00684353344597846,0.171265480962289,"Welch Two Sample t-test","two.sided","NS"
"36","MS","P61769","B2M","Beta-2-microglobulin","B2M","OID30725","Inflammation II",-0.275001909193376,-0.0921623678972973,0.182839541296078,37,51,88,-3.68996541442815,0.00039628684894212,0.00751624056826888,84.4205572285949,-0.423196158364082,-0.126807660022669,"Welch Two Sample t-test","two.sided","S"
"37","MS","P05451","REG1A","Lithostathine-1-alpha","REG1A","OID20415","Cardiometabolic",-0.239215803932909,-0.200062557727027,0.0391532462058824,37,51,88,-2.72595079622411,0.00777682500807429,0.0522314289972655,85.4862514913599,-0.413681922044962,-0.0647496858208564,"Welch Two Sample t-test","two.sided","NS"
"38","MS","P27169","PON1","Serum paraoxonase/arylesterase 1","PON1","OID30704","Inflammation II",0.260598137001219,0.158013974997297,-0.102584162003922,37,51,88,3.7063288704888,0.00037430066845387,0.00739514223544908,84.6909237727269,0.120792353480594,0.400403920521844,"Welch Two Sample t-test","two.sided","S"
"39","MS","P02649","APOE","Apolipoprotein E","APOE","OID30727","Inflammation II",0.184746802606094,0.318505441886486,0.133758639280392,37,51,88,1.95011626300059,0.0548408877929612,0.195027907213718,76.1931239837629,-0.00392916070615433,0.373422765918343,"Welch Two Sample t-test","two.sided","NS"
"40","MS","Q15848","ADIPOQ","Adiponectin","ADIPOQ","OID30748","Inflammation II",0.204026393382512,0.0802151560648648,-0.123811237317647,37,51,88,1.87958071566924,0.0635918664982475,0.215379595461326,84.9906501618269,-0.0117982163819067,0.41985100314693,"Welch Two Sample t-test","two.sided","NS"
"41","MS","P04217","A1BG","Alpha-1B-glycoprotein","A1BG","OID30771","Inflammation II",0.112760522614785,0.0789751906324324,-0.0337853319823529,37,51,88,2.72202370576517,0.00873595339038126,0.0561897000367684,53.5654277632582,0.0296924551328042,0.195828590096767,"Welch Two Sample t-test","two.sided","NS"
"42","MS","Q08380","LGALS3BP","Galectin-3-binding protein","LGALS3BP","OID30765","Inflammation II",-0.13102882704123,-0.108046440221622,0.0229823868196079,37,51,88,-1.22810642990561,0.222767339441454,0.455951856626572,85.7490745623771,-0.343133865612231,0.0810762115297724,"Welch Two Sample t-test","two.sided","NS"
"43","MS","Q9P232","CNTN3","Contactin-3","CNTN3","OID21092","Neurology",-0.0035655939719661,0.00852048363783783,0.0120860776098039,37,51,88,-0.0668316663677917,0.946887924114739,0.979598597856885,77.4557310293215,-0.10979275313042,0.102661565186488,"Welch Two Sample t-test","two.sided","NS"
"44","MS","P09871","C1S","Complement C1s subcomponent","C1S","OID30731","Inflammation II",0.0801956982951775,0.111020627832432,0.0308249295372549,37,51,88,2.16191703825686,0.0341737845532953,0.154857459362654,67.4927919205832,0.00616427155148234,0.154227125038873,"Welch Two Sample t-test","two.sided","NS"
"45","MS","P15121","AKR1B1","Aldo-keto reductase family 1 member B1","AKR1B1","OID21244","Oncology",-0.030795465692194,-0.0127293094351351,0.0180661562570588,37,51,88,-0.488088348608375,0.626730577640811,0.8283728455064,85.9184174157933,-0.156223964686158,0.0946330333017698,"Welch Two Sample t-test","two.sided","NS"
"46","MS","O43866","CD5L","CD5 antigen-like","CD5L","OID30775","Inflammation II",-0.222554392222099,-0.191824578316216,0.0307298139058824,37,51,88,-2.16617362196718,0.0332720681265489,0.153917128162653,80.0759864511065,-0.427012104604297,-0.0180966798399006,"Welch Two Sample t-test","two.sided","NS"
"47","MS","P05362","ICAM1","Intercellular adhesion molecule 1","ICAM1","OID20411","Cardiometabolic",-0.0218267048263911,-0.0179276492675676,0.00389905555882353,37,51,88,-0.381663306328818,0.703654125159473,0.864479527764895,85.8526308981482,-0.13551621855051,0.0918628088977273,"Welch Two Sample t-test","two.sided","NS"
"48","MS","P05543","SERPINA7","Thyroxine-binding globulin","SERPINA7","OID30724","Inflammation II",0.185413221489242,0.101697214610811,-0.0837160068784314,37,51,88,3.54028638933874,0.000686291850584963,0.0108472239717457,75.9814620590413,0.0811041766424349,0.28972226633605,"Welch Two Sample t-test","two.sided","S"
"49","MS","P00736","C1R","Complement C1r subcomponent","C1R","OID30753","Inflammation II",0.110338379222576,0.158619202810811,0.0482808235882353,37,51,88,2.89797482855354,0.00504178562277518,0.0386394507016972,68.4244957811835,0.0343708190066096,0.186305939438542,"Welch Two Sample t-test","two.sided","S"
"50","MS","P01034","CST3","Cystatin-C","CST3","OID20400","Cardiometabolic",-0.132846202105988,0.170154703656757,0.303000905762745,37,51,88,-2.62256089156516,0.0103365976569776,0.0612658756960445,85.226902679827,-0.233558330390525,-0.0321340738214517,"Welch Two Sample t-test","two.sided","NS"
"51","MS","Q9HCU0","CD248","Endosialin","CD248","OID30394","Cardiometabolic II",-0.0389294466343402,0.00932457828918919,0.0482540249235294,37,51,88,-0.81728523475905,0.416148243497374,0.639968515000016,81.5001879539041,-0.13369462595357,0.0558357326848892,"Welch Two Sample t-test","two.sided","NS"
"52","MS","P03952","KLKB1","Plasma kallikrein","KLKB1","OID30760","Inflammation II",0.323796061755803,0.248972999467568,-0.0748230622882353,37,51,88,6.51204600588276,6.05929946521343e-09,3.44774139570644e-06,79.9281004023521,0.224843505754142,0.422748617757464,"Welch Two Sample t-test","two.sided","S"
"53","MS","P05060","CHGB","Secretogranin-1","CHGB","OID21038","Neurology",-0.0847162592443508,0.0246180547948649,0.109334314039216,37,51,88,-1.11506756615626,0.267935023091221,0.506495110096028,85.799707667436,-0.235752809338767,0.0663202908500649,"Welch Two Sample t-test","two.sided","NS"
"54","MS","P00742","F10","Coagulation factor X","F10","OID30684","Inflammation II",0.0756083418841547,0.0195646155351351,-0.0560437263490196,37,51,88,1.15782525484591,0.251102488663511,0.482693635302492,66.0905369960081,-0.054768038110991,0.205984721879301,"Welch Two Sample t-test","two.sided","NS"
"55","MS","P05160","F13B","Coagulation factor XIII B chain","F13B","OID30781","Inflammation II",0.0815303266079491,0.119527080343243,0.0379967537352941,37,51,88,1.76690283193073,0.0812839514304148,0.257428998105392,75.5362450467161,-0.0103806938597263,0.173441347075625,"Welch Two Sample t-test","two.sided","NS"
"56","MS","P18065","IGFBP2","Insulin-like growth factor-binding protein 2","IGFBP2","OID20325","Cardiometabolic",-0.099609714163222,-0.00344841539459458,0.0961612987686274,37,51,88,-1.0643934846774,0.29054053385532,0.535008296969828,75.5514978802526,-0.286015390147504,0.0867959618210601,"Welch Two Sample t-test","two.sided","NS"
"57","MS","Q9UM47","NOTCH3","Neurogenic locus notch homolog protein 3","NOTCH3","OID20253","Cardiometabolic",-0.0200556157078961,0.110809868478378,0.130865484186274,37,51,88,-0.40838582928257,0.684111636251908,0.8573998260514,77.8448655138383,-0.117828149030572,0.07771691761478,"Welch Two Sample t-test","two.sided","NS"
"58","MS","P98160","HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","HSPG2","OID20383","Cardiometabolic",-0.0501111316940647,0.0699857212216216,0.120096852915686,37,51,88,-1.47570933192406,0.143679505589416,0.361741764072468,85.8698162388652,-0.117617506592407,0.0173952432042773,"Welch Two Sample t-test","two.sided","NS"
"59","MS","P04196","HRG","Histidine-rich glycoprotein","HRG","OID30770","Inflammation II",0.12836375824743,0.122757014751351,-0.00560674349607843,37,51,88,2.15538719226125,0.0342918099818882,0.154857459362654,76.1331750137394,0.00975335251370564,0.246974163981154,"Welch Two Sample t-test","two.sided","NS"
"60","MS","P02750","LRG1","Leucine-rich alpha-2-glycoprotein","LRG1","OID30751","Inflammation II",-0.0230962816343402,-0.0638106796108108,-0.0407143979764706,37,51,88,-0.223790640112971,0.823562245596542,0.933996238253643,71.0734501542296,-0.228877242031138,0.182684678762457,"Welch Two Sample t-test","two.sided","NS"
"61","MS","P50552","VASP","Vasodilator-stimulated phosphoprotein","VASP","OID30692","Inflammation II",-0.0961386053491256,-0.203003017943243,-0.106864412594118,37,51,88,-0.555246450006643,0.580633143974356,0.788497037998589,64.962477849973,-0.441938485047736,0.249661274349485,"Welch Two Sample t-test","two.sided","NS"
"62","MS","P07942","LAMB1","Laminin subunit beta-1","LAMB1","OID30280","Cardiometabolic II",0.0340254569046635,0.0497111170027027,0.0156856600980392,37,51,88,0.719260645246442,0.473943223625073,0.700451153877056,85.4329098611954,-0.060024976633644,0.128075890442971,"Welch Two Sample t-test","two.sided","NS"
"63","MS","P02763","ORM1","Alpha-1-acid glycoprotein 1","ORM1","OID30768","Inflammation II",0.0194983131793852,-0.142543246010811,-0.162041559190196,37,51,88,0.162141096457154,0.871614242156921,0.948276297872443,77.9621196993524,-0.219913270747745,0.258909897106516,"Welch Two Sample t-test","two.sided","NS"
"64","MS","P05107","ITGB2","Integrin beta-2","ITGB2","OID20315","Cardiometabolic",0.0772491493698993,0.166312927418919,0.0890637780490196,37,51,88,1.54626874987758,0.125718180961759,0.332714627754609,85.8507792930439,-0.022067372695816,0.176565671435615,"Welch Two Sample t-test","two.sided","NS"
"65","MS","P04066","FUCA1","Tissue alpha-L-fucosidase","FUCA1","OID20261","Cardiometabolic",0.0563529503846847,-0.0791660616486487,-0.135519012033333,37,51,88,0.418493651454705,0.676734921581311,0.851907456592402,78.0923842216852,-0.211722838166105,0.324428738935474,"Welch Two Sample t-test","two.sided","NS"
"66","MS","P26927","MST1","Hepatocyte growth factor-like protein","MST1","OID30713","Inflammation II",0.0491200567281929,0.0956230171027027,0.0465029603745098,37,51,88,0.820677562810021,0.414252183715005,0.638779112557826,80.5471709879772,-0.0699788920738185,0.168219005530204,"Welch Two Sample t-test","two.sided","NS"
"67","MS","Q96IY4","CPB2","Carboxypeptidase B2","CPB2","OID30734","Inflammation II",0.17492666859539,0.198191119018919,0.0232644504235294,37,51,88,4.14080855097035,8.48136422485197e-05,0.00438717840358252,80.4152523068538,0.0908639629058995,0.25898937428488,"Welch Two Sample t-test","two.sided","S"
"68","MS","P08519","LPA","Apolipoprotein(a)","LPA","OID30747","Inflammation II",0.228749625362003,0.310417721397297,0.0816680960352941,37,51,88,1.43093466800732,0.156540285470154,0.380647104412469,76.1447636515597,-0.0896299390484324,0.547129189772439,"Welch Two Sample t-test","two.sided","NS"
"69","MS","P00748","F12","Coagulation factor XII","F12","OID30739","Inflammation II",0.151685595300265,0.255941001508108,0.104255406207843,37,51,88,2.14091430647788,0.0357965719587272,0.159273917462546,69.3814330558781,0.0103558812208716,0.293015309379658,"Welch Two Sample t-test","two.sided","NS"
"70","MS","P02452","COL1A1","Collagen alpha-1(I) chain","COL1A1","OID20335","Cardiometabolic",-0.0770589754145734,-0.081780545645946,-0.00472157023137256,37,51,88,-0.942854611336444,0.34841776061392,0.58308736996859,85.3099583485805,-0.239550466792429,0.0854325159632819,"Welch Two Sample t-test","two.sided","NS"
"71","MS","P05452","CLEC3B","Tetranectin","CLEC3B","OID30756","Inflammation II",0.170301828586328,0.140803989721622,-0.0294978388647059,37,51,88,3.03824293148428,0.0032241417545922,0.028763359476391,79.0594109451161,0.0587329522841622,0.281870704888493,"Welch Two Sample t-test","two.sided","S"
"72","MS","O95445","APOM","Apolipoprotein M","APOM","OID20374","Cardiometabolic",0.198645827523688,0.123705128964865,-0.0749406985588235,37,51,88,3.75762436445281,0.000312787710436622,0.00711904828953751,85.4400771747071,0.0935443805259689,0.303747274521408,"Welch Two Sample t-test","two.sided","S"
"73","MS","P07998","RNASE1","Ribonuclease pancreatic","RNASE1","OID30672","Inflammation II",-0.151298065998251,0.0123632440135135,0.163661310011765,37,51,88,-2.56133157239587,0.0121906722041229,0.0686096780911654,85.0624390201154,-0.268743969782137,-0.0338521622143654,"Welch Two Sample t-test","two.sided","NS"
"74","MS","Q07954","LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1","OID21293","Oncology",0.0684304829737679,0.102332973597297,0.0339024906235294,37,51,88,2.08404562536709,0.0401547359158396,0.167025440931941,85.1005655208044,0.00314601392266314,0.133714952024873,"Welch Two Sample t-test","two.sided","NS"
"75","MS","P02775","PPBP","Platelet basic protein","PPBP","OID30761","Inflammation II",0.00410035860699522,0.000755072454054058,-0.00334528615294116,37,51,88,0.0319346812819552,0.974609964954218,0.98749405113443,74.1327324793535,-0.251731216554284,0.259931933768274,"Welch Two Sample t-test","two.sided","NS"
"76","MS","Q8WWQ8","STAB2","Stabilin-2","STAB2","OID30401","Cardiometabolic II",0.0811931334695814,0.148676612089189,0.0674834786196078,37,51,88,2.09400058953646,0.0402152643368646,0.167025440931941,64.1688131711411,0.00373674997851859,0.158649516960644,"Welch Two Sample t-test","two.sided","NS"
"77","MS","P04180","LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT","OID30677","Inflammation II",0.179136477899629,0.177873851748649,-0.00126262615098038,37,51,88,3.54198116942162,0.000654115193000733,0.0108472239717457,83.1258879449223,0.0785466517546417,0.279726304044616,"Welch Two Sample t-test","two.sided","S"
"78","MS","P12429","ANXA3","Annexin A3","ANXA3","OID21036","Neurology",-0.171702419053789,-0.239512525445946,-0.0678101063921569,37,51,88,-1.70662625085301,0.0918441605050409,0.277975145358342,78.5116903282756,-0.371979527156999,0.0285746890494203,"Welch Two Sample t-test","two.sided","NS"
"79","MS","P02144","MB","Myoglobin","MB","OID20263","Cardiometabolic",-0.355357127327716,0.0723909818918919,0.427748109219608,37,51,88,-3.76620403267948,0.000303104709437675,0.00711904828953751,85.7593267966293,-0.542934557089485,-0.167779697565947,"Welch Two Sample t-test","two.sided","S"
"80","MS","P02743","APCS","Serum amyloid P-component","APCS","OID30778","Inflammation II",-0.071388762008638,-0.0546717300243243,0.0167170319843137,37,51,88,-0.953924413444574,0.342883929686315,0.5806576071176,83.23937137065,-0.2202300496955,0.0774525256782234,"Welch Two Sample t-test","two.sided","NS"
"81","MS","P13796","LCP1","Plastin-2","LCP1","OID30367","Cardiometabolic II",0.117029313147589,0.122882023416216,0.00585271026862746,37,51,88,1.66061411505519,0.102629426297718,0.301011049295885,53.6102657056534,-0.0242851046186927,0.25834373091387,"Welch Two Sample t-test","two.sided","NS"
"82","MS","P35443","THBS4","Thrombospondin-4","THBS4","OID20368","Cardiometabolic",0.0177607264166402,0.175488806889189,0.157728080472549,37,51,88,0.200402608776195,0.84173418249291,0.94109411522138,71.5593751449508,-0.158929019491313,0.194450472324593,"Welch Two Sample t-test","two.sided","NS"
"83","MS","P11717","IGF2R","Cation-independent mannose-6-phosphate receptor","IGF2R","OID21146","Neurology",0.00105258304981453,0.0604625637243243,0.0594099806745098,37,51,88,0.0269953274939096,0.978526077816263,0.98749405113443,85.8998632085822,-0.0764608551329975,0.0785660212326266,"Welch Two Sample t-test","two.sided","NS"
"84","MS","Q9NZP8","C1RL","Complement C1r subcomponent-like protein","C1RL","OID30721","Inflammation II",0.113088180841017,0.0863110250351351,-0.0267771558058823,37,51,88,3.03489846424703,0.00323524605709846,0.028763359476391,80.9167163823318,0.0389461559137347,0.1872302057683,"Welch Two Sample t-test","two.sided","S"
"85","MS","P09172","DBH","Dopamine beta-hydroxylase","DBH","OID30703","Inflammation II",-0.0989080042682565,-0.0886582324486486,0.0102497718196078,37,51,88,-0.70153916276898,0.48516151712915,0.71332533138627,74.1887507086521,-0.379819149443334,0.182003140906821,"Welch Two Sample t-test","two.sided","NS"
"86","MS","Q15582","TGFBI","Transforming growth factor-beta-induced protein ig-h3","TGFBI","OID20417","Cardiometabolic",0.0808795463258082,0.11256272972973,0.0316831834039216,37,51,88,1.40681184567443,0.164322294717876,0.389273349372165,63.980280337022,-0.0339733586513332,0.19573245130295,"Welch Two Sample t-test","two.sided","NS"
"87","MS","Q6UXB8","PI16","Peptidase inhibitor 16","PI16","OID30676","Inflammation II",0.111943178737043,0.0576937561135135,-0.0542494226235294,37,51,88,1.35151972051543,0.181679063846625,0.415162198107348,59.1068763739172,-0.0537882609055886,0.277674618379674,"Welch Two Sample t-test","two.sided","NS"
"88","MS","P30041","PRDX6","Peroxiredoxin-6","PRDX6","OID21404","Oncology",-0.00934750311646532,0.119481273552162,0.128828776668627,37,51,88,-0.0883641794834915,0.929810777092028,0.977311368022551,79.0257736367688,-0.219903922029996,0.201208915797065,"Welch Two Sample t-test","two.sided","NS"
"89","MS","Q13093","PLA2G7","Platelet-activating factor acetylhydrolase","PLA2G7","OID21105","Neurology",-0.014763303426815,0.192129471959459,0.206892775386275,37,51,88,-0.231195111007372,0.817744515990442,0.93245817554822,81.2399480200711,-0.141811957859899,0.112285351006269,"Welch Two Sample t-test","two.sided","NS"
"90","MS","P48740","MASP1","Mannan-binding lectin serine protease 1","MASP1","OID20954","Neurology",0.00792641741393744,0.0941315807864865,0.086205163372549,37,51,88,0.143688556485899,0.886143236850407,0.954953601833109,72.8319065501257,-0.102019299709299,0.117872134537174,"Welch Two Sample t-test","two.sided","NS"
"91","MS","P24592","IGFBP6","Insulin-like growth factor-binding protein 6","IGFBP6","OID20413","Cardiometabolic",-0.164389890154001,-0.0481882538324324,0.116201636321569,37,51,88,-2.83815304361947,0.00568716516411539,0.0409619870681222,84.0460906121628,-0.279572088022723,-0.0492076922852789,"Welch Two Sample t-test","two.sided","S"
"92","MS","P02654","APOC1","Apolipoprotein C-I","APOC1","OID30749","Inflammation II",0.401191865145416,0.43035340012973,0.0291615349843137,37,51,88,3.28003770278928,0.00150196640191182,0.0164349785132274,85.6402645358068,0.158026725009283,0.644357005281549,"Welch Two Sample t-test","two.sided","S"
